lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 11. Mai 2022,Gwendolyn Sasse,2022-05-11T00:00:00.000000,Politologin,,Die Direktorin des Zentrums für Osteuropa- und internationale Studien äußert sich zur aktuellen Entwicklung im Russland-Ukraine-Konflikt und zu Putins Kriegstaktik und Kommunikation.,Wissenschaft,
Markus Lanz vom 11. Mai 2022,Manfred Lütz,2022-05-11T00:00:00.000000,Psychiater,,Er spricht über die Ängste der Menschen vor einer weiteren Eskalation und eines Atomkrieges. Darüber hinaus beschäftigt er sich mit moralischen Verpflichtungen im Umgang mit der Ukraine.,Gesundheit,
Markus Lanz vom 10. November 2022,Herbert Diess,2022-11-10T00:00:00.000000,Ex-VW-Chef,,Er äußert sich zur Zukunftsfähigkeit der deutschen Industrie in der globalisierten Wirtschaft. Zudem analysiert er die Chancen und Risiken enger deutsch-chinesischer Handelsverflechtungen.,Ökonomie,
Markus Lanz vom 10. November 2022,Boris Palmer,2022-11-10T00:00:00.000000,Politiker,B90G,"Der parteilose Tübinger Oberbürgermeister erläutert seine Nachhaltigkeits- und Energiekonzepte,  mit denen er seine Stadt klimaneutral machen will und schon heute den CO2-Ausstoß reduziert.",Politik,
Markus Lanz vom 10. November 2022,Roman Pletter,2022-11-10T00:00:00.000000,Journalist,,"Der ""Zeit""-Wirtschaftsexperte legt dar, wie sich die globalen Handels- und Machtachsen verschieben und was das für den außenwirtschaftlichen Umgang mit China bedeutet. ",Journalismus,Zeit
Markus Lanz vom 10. November 2022,Maja Göpel,2022-11-10T00:00:00.000000,Transformationsforscherin,,"Sie skizziert die weitreichenden ökologischen und gesellschaftlichen Folgen des Klimawandels und erläutert, warum sie glaubt, dass unser Wirtschaftssystem auf falschen Erfolgsfaktoren fußt.",Wissenschaft,
Markus Lanz vom 15. März 2022,Markus Söder,2022-03-15T00:00:00.000000,Politiker,CSU,Der Ministerpräsident Bayerns und CSU-Chef nimmt Stellung zum Umgang mit Ukraine-Flüchtlingen sowie zu den Rekord-Energiepreisen.,Politik,
Markus Lanz vom 15. März 2022,Daniela Schwarzer,2022-03-15T00:00:00.000000,Politologin,,Die Direktorin für Europa und Eurasien der Open Society Foundations analysiert die internationalen diplomatischen Bemühungen um eine Beendigung des Russland-Ukraine-Krieges.,Wissenschaft,
Markus Lanz vom 15. März 2022,Katrin Eigendorf,2022-03-15T00:00:00.000000,Journalistin,,Zugeschaltet aus Odessa berichtet die ZDF-Reporterin über die aktuelle Lage in der Ukraine.,Journalismus,ZDF
Markus Lanz vom 15. März 2022,Sabine Fischer,2022-03-15T00:00:00.000000,Politologin,,Die Russland-Expertin von der Stiftung Wissenschaft und Politik spricht über die Informationspolitik und Kriegsstrategie des Kremls sowie über die Stimmung in der russischen Bevölkerung.,Wissenschaft,
Markus Lanz vom 15. März 2022,Marcel Fratzscher,2022-03-15T00:00:00.000000,Ökonom,,Der Präsident des Deutschen Instituts für Wirtschaftsforschung äußert sich zu den Gründen und Folgen der Benzinpreis-Entwicklung und skizziert mögliche Gegenmaßnahmen seitens der Politik.,Ökonomie,
Markus Lanz vom 27. September 2022,M.-A. Strack-Zimmermann,2022-09-27T00:00:00.000000,Politikerin,FDP,Die FDP-Verteidigungsexpertin nimmt Stellung zu den Scheinreferenden in den von Russland kontrollierten ukrainischen Gebieten sowie zur Teilmobilmachung der russischen Streitkräfte.,Politik,
Markus Lanz vom 27. September 2022,Andreas Postel,2022-09-27T00:00:00.000000,Journalist,,"Zugeschaltet aus Rom berichtet der Leiter des dortigen ZDF-Auslandsstudios über Hintergründe zur Italienwahl, bei der das Rechtsbündnis um Giorgia Meloni die absolute Mehrheit erreichte.",Journalismus,ZDF
Markus Lanz vom 27. September 2022,Reinhold Messner,2022-09-27T00:00:00.000000,Bergsteiger,,"Der Achttausender-Bezwinger äußert sich zu den großen globalen Herausforderungen unserer Zeit, und erläutert, warum er Verzicht als Inspiration für ein gelingendes Leben betrachtet.",Sonstiges,
Markus Lanz vom 27. September 2022,Natalie Amiri,2022-09-27T00:00:00.000000,Journalistin,,"Die Nahost-Expertin analysiert die Entwicklungen im Iran, wo es verstärkt zu Protesten gegen das islamische Herrschaftssystem und die systematische Diskriminierung von Frauen kommt.",Journalismus,
Markus Lanz vom 4. Oktober 2022,Kevin Kühnert,2022-10-04T00:00:00.000000,Politiker,SPD,Der SPD-Generalsekretär nimmt Stellung zur internationalen Rolle Deutschlands im Ukrainekonflikt sowie zur von der Bundesregierung angekündigten Gas- und Strompreisbremse.,Politik,
Markus Lanz vom 4. Oktober 2022,Claudia Kade,2022-10-04T00:00:00.000000,Journalistin,,"Die ""Welt""-Politikexpertin analysiert den innen- und außenpolitischen Auftritt von Kanzler Scholz. Zudem äußert sie sich zum Abwehrschirm der Ampelkoalition in der Energiekrise.",Journalismus,Welt
Markus Lanz vom 4. Oktober 2022,Christian Mölling,2022-10-04T00:00:00.000000,Sicherheitsexperte,,Der Forschungsdirektor der Deutschen Gesellschaft für Auswärtige Politik gibt eine Einschätzung zur Entwicklung des Ukrainekrieges und den jüngsten Drohgebärden Wladimir Putins.,Inneres,
Markus Lanz vom 4. Oktober 2022,Dmitry Glukhovsky,2022-10-04T00:00:00.000000,Schriftsteller,,Der in Moskau geborene Autor ist einer der bekanntesten Dissidenten des Putin-Regimes. Er spricht über Putins Machtkalkül und die derzeitige Stimmungslage in der russischen Bevölkerung.,Literatur,
Markus Lanz vom 19. April 2022,M.-A. Strack-Zimmermann,2022-04-19T00:00:00.000000,Politikerin,FDP,Die Vorsitzende des Verteidigungsausschusses des Bundestages äußert sich zur russischen Großoffensive in der Ostukraine und fordert die Lieferung schwerer Waffen an die Ukraine.,Politik,
Markus Lanz vom 19. April 2022,Christian Mölling,2022-04-19T00:00:00.000000,Verteidigungsexperte,,"Der Forschungsdirektor der DGAP ordnet die derzeitige Phase des Ukraine-Krieges ein und sagt: ""Die größte Schlacht des Krieges steht noch bevor.""",Militär,
Markus Lanz vom 19. April 2022,Kerstin Münstermann,2022-04-19T00:00:00.000000,Journalistin,,"Die Leiterin des Parlamentsbüros der ""Rheinischen Post"" erläutert die widersprüchlichen Positionen der Regierungsparteien im Umgang mit der Ukraine und Russland.",Journalismus,Rheinische Post
Markus Lanz vom 19. April 2022,Rüdiger von Fritsch,2022-04-19T00:00:00.000000,Ex-Diplomat,,Der ehemalige deutsche Botschafter in Moskau spricht über die Möglichkeiten der Diplomatie und die Absage der Ukraine-Reise von Bundespräsident Frank-Walter Steinmeier.,International,
Markus Lanz vom 14. Juni 2022,Bettina Stark-Watzinger,2022-06-14T00:00:00.000000,Politikerin,FDP,"Die Bundesministerin für Bildung und Forschung (FDP) äußert sich zum Tankrabatt und sagt, wie Deutschlands Schulen auf eine mögliche Corona-Welle im Herbst vorbereitet sind.",Politik,
Markus Lanz vom 14. Juni 2022,Kerstin Münstermann,2022-06-14T00:00:00.000000,Journalistin,,"Die Politikexpertin der ""Rheinischen Post"" analysiert die Performance der FDP als Teil des Bundeskabinetts sowie das weitere Vorgehen beim Infektionsschutz.",Journalismus,Rheinische Post
Markus Lanz vom 14. Juni 2022,Stephan Grünewald,2022-06-14T00:00:00.000000,Psychologe,,Er präsentiert die Ergebnisse einer Studie über die Auswirkungen von zwei Jahren Pandemie auf Deutschlands Jugendliche und äußert sich zum Thema Bildung.,Gesundheit,
Markus Lanz vom 14. Juni 2022,Dr. Jana Schroeder,2022-06-14T00:00:00.000000,Virologin,,"Sie spricht über die Risiken einer Corona-Reinfektion, die Virus-Untervariante BA.5 und Strategien, um eine große Infektionswelle samt Lockdown im Herbst zu vermeiden.",Gesundheit,
Markus Lanz vom 9. November 2022,Jürgen Trittin,2022-11-09T00:00:00.000000,Politiker,B90G,"Der außenpolitische Sprecher der Grünen äußert sich zu den Midterms, der Debatte über die AKW-Laufzeiten und zu zivilem Ungehorsam als Form des politischen Protests.",Politik,
Markus Lanz vom 9. November 2022,Eva Quadbeck,2022-11-09T00:00:00.000000,Journalistin,,"Die stellvertretende Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" analysiert die Regierungsarbeit der Grünen in der Ampelkoalition.",Journalismus,RND
Markus Lanz vom 9. November 2022,Carla Rochel,2022-11-09T00:00:00.000000,Klimaaktivistin,,"Die 20-Jährige ist Mitglied der Gruppierung ""Letzte Generation"". Sie erläutert die Ziele und umstrittene Strategie der Klimaprotestler.",Aktivismus,
Markus Lanz vom 14. Juli 2022,Herbert Reul,2022-07-14T00:00:00.000000,Politiker,CDU,Anlässlich des Jahrestages der Flutkatastrophe von 2021 äußert sich der NRW-Innenminister (CDU) zum Stand des Wiederaufbaus und den politischen und gesellschaftlichen Konsequenzen.,Politik,
Markus Lanz vom 14. Juli 2022,Peter Wohlleben,2022-07-14T00:00:00.000000,Förster,,Der Bestsellerautor spricht über die Ursachen und Folgen häufiger auftretender und extremer Hochwasser aufgrund des Klimawandels und intensiver Land- und industrieller Forstwirtschaft. ,Agrar,
Markus Lanz vom 14. Juli 2022,Maria und Thomas Dunkel,2022-07-14T00:00:00.000000,Flutopfer,,"Die Mutter erinnert sich mit ihrem Sohn an das dramatische Hochwasser im nordrhein-westfälischen Erftstadt im vergangenen Juli, und sie schildern, wie sie bis heute gegen das Trauma kämpfen.",Sonstiges,
Markus Lanz vom 14. Juli 2022,David Fuhrmann,2022-07-14T00:00:00.000000,Feuerwehrmann,,"Er erzählt, wie er die Flut in seinem Haus im rheinland-pfälzischen Ahrtal überlebte. Zudem berichtet er, wie sehr Flutopfer in Existenznot gerieten und auf Entschädigungszahlungen warteten.  ",Sonstiges,
Markus Lanz vom 18. Oktober 2022,Thomas de Maizière,2022-10-18T00:00:00.000000,Politiker,CDU,Der Ex-Bundesinnenminister (CDU) und Kirchentagspräsident spricht über die Bedeutung sozialer Bewegungen für die politische Kultur und über die Krisenfestigkeit der Demokratie.,Politik,
Markus Lanz vom 18. Oktober 2022,Luisa Neubauer,2022-10-18T00:00:00.000000,Klimaaktivistin,,"Sie erläutert ihre Kritik an den Energiekonzepten der Bundesregierung und erklärt, wie die weitreichenden ""Fridays for Future""-Forderungen umgesetzt werden sollten.",Aktivismus,
Markus Lanz vom 18. Oktober 2022,Anja Maier,2022-10-18T00:00:00.000000,Journalistin,,"Die ""FOCUS""-Redakteurin spricht über die Strategie und Rolle der ""Fridays for Future""-Bewegung sowie über verstärkte Konflikte zwischen den Generationen aufgrund der aktuellen Krisen.",Journalismus,FOCUS
Markus Lanz vom 18. Oktober 2022,Matthias Quent,2022-10-18T00:00:00.000000,Soziologe,,Der Professor der Hochschule Magdeburg-Stendal analysiert die Gründe und gesellschaftlichen Folgen eines zunehmenden Vertrauensverlustes in die Demokratie.,Soziales,
Markus Lanz vom 10. Mai 2022,Anton Hofreiter,2022-05-10T00:00:00.000000,Politiker,B90G,Der grüne Ex-Fraktionschef nimmt Stellung zur Debatte um Energie-Embargos gegen Russland und um Waffenlieferungen an die Ukraine sowie zu seiner Rolle in seiner Partei.,Politik,
Markus Lanz vom 10. Mai 2022,Michael Bröcker,2022-05-10T00:00:00.000000,Journalist,,"Der ""Pioneer""-Chefredakteur analysiert den Ukraine-Besuch von Außenministerin Baerbock und die Regierungsarbeit während des Krieges in Osteuropa.",Journalismus,The Pioneer
Markus Lanz vom 10. Mai 2022,Liana Fix,2022-05-10T00:00:00.000000,Politikwissenschaftlerin,,"Mit Blick auf den gestern in Moskau zelebrierten ""Tag des Sieges"" äußert sich die Russland-Expertin der Körber-Stiftung zum Fortgang des Ukraine-Krieges und zum Machtkalkül Putins.",Politik,
Markus Lanz vom 10. Mai 2022,Lars Pohlmeier,2022-05-10T00:00:00.000000,Arzt,,"Der Deutschlandvorsitzende der Organisation ""Internationale Ärztinnen und Ärzte zur Verhütung des Atomkriegs"" erläutert, warum er gegen die Lieferung schwerer Waffen für die Ukraine ist.",Gesundheit,
Markus Lanz vom 9. März 2022,Alexander Gerst,2022-03-09T00:00:00.000000,Astronaut,,Der Astronaut und Geophysiker berichtet von seinen Expeditionen und sensibilisiert für die Endlichkeit unserer Ressourcen und die Zerbrechlichkeit unseres Planeten.,Sonstiges,
Markus Lanz vom 9. März 2022,Lars Abromeit,2022-03-09T00:00:00.000000,Wissenschaftsredakteur,,"Der Wissenschaftsredakteur spricht über seine gemeinsame Antarktis-Expedition mit Alexander Gerst und erklärt, wie Menschen in Extremsituationen mit Risiken und Grenzen umgehen.",Journalismus,
Markus Lanz vom 17. August 2022,M.-A. Strack-Zimmermann,2022-08-17T00:00:00.000000,Politikerin,FDP,Die Vorsitzende des Verteidigungsausschusses (FDP) äußert sich zum Krieg in Osteuropa und nimmt Stellung zur ihrer öffentlichen Kritik am Führungsstil des Kanzlers im Zuge des Ukraine-Krieges.,Politik,
Markus Lanz vom 17. August 2022,Robin Alexander,2022-08-17T00:00:00.000000,Journalist,,"Der stellvertretende ""Welt""-Chefredakteur analysiert die politische Debatte um die Gasumlage und deren soziale Folgen sowie das außenpolitische Agieren der Ampelkoalition. ",Journalismus,Welt
Markus Lanz vom 17. August 2022,Harald Lesch,2022-08-17T00:00:00.000000,Wissenschaftsjournalist,,Er spricht über die vielfältigen Ursachen und weitreichenden Auswirkungen zunehmender Extremwetter und erläutert seine energie- und klimapolitischen Forderungen und Ideen.,Journalismus,
Markus Lanz vom 17. August 2022,Ulf Röller,2022-08-17T00:00:00.000000,Journalist,,Anlässlich seines Wechsels von Peking nach Brüssel bilanziert der ZDF-Reporter seine Korrespondententätigkeit in China und äußert sich zu den Risiken der Taiwan-Krise. ,Journalismus,ZDF
Markus Lanz vom 6. September 2022,Roderich Kiesewetter,2022-09-06T00:00:00.000000,Politiker,CDU,"Der Oberst a. D. der Bundeswehr und CDU-Politiker äußert sich zur Entwicklung des Ukraine-Krieges, der Lage am AKW in Saporischschja sowie zum Zustand der Armeen der beiden Kriegsparteien.",Politik,
Markus Lanz vom 6. September 2022,Boris Palmer,2022-09-06T00:00:00.000000,Politiker,B90G,Der grüne Tübinger Oberbürgermeister erläutert seine Kritik am dritten Entlastungspaket der Ampelkoalition. Zudem skizziert er seine Ansätze zur Lösung der Gaspreiskrise.,Politik,
Markus Lanz vom 6. September 2022,Ranga Yogeshwar,2022-09-06T00:00:00.000000,Journalist,,"Der Wissenschaftsjournalist erläutert, warum er den AKW-Streckbetrieb als problematisch erachtet. Ferner legt er seine Bedenken gegen die Waffenlieferungen an die Ukraine dar.",Journalismus,
Markus Lanz vom 6. September 2022,Alice Bota,2022-09-06T00:00:00.000000,Journalistin,,"Die ""Zeit“-Autorin analysiert das Ringen um die Verlängerung der Atomlaufzeit und um die Entlastungsmaßnahmen. Zudem äußert sie sich zur deutschen Außenpolitik während des Ukraine-Krieges.",Journalismus,Zeit
Markus Lanz vom 16. Juni 2022,Wladimir Klitschko,2022-06-16T00:00:00.000000,Boxer,,Der Bruder des Kiewer Bürgermeisters Vitali Klitschko wird aus der ukrainischen Hauptstadt zugeschaltet. Er resümiert den heutigen Besuch des Bundeskanzlers.,Sonstiges,
Markus Lanz vom 16. Juni 2022,Manfred Weber,2022-06-16T00:00:00.000000,Politiker,CSU,"Der neue Chef der Europäische Volkspartei äußert sich zur Kiew-Reise von Olaf Scholz und sagt, warum die Ukraine EU-Beitrittskandidat werden sollte.",Politik,
Markus Lanz vom 16. Juni 2022,Kristina Dunz,2022-06-16T00:00:00.000000,Journalistin,,"Die stellvertretende Leiterin der Hauptstadtredaktion des ""Redaktionsnetzwerks Deutschland"" gibt eine Einordnung des Ukraine-Besuches des Kanzlers.",Journalismus,RND
Markus Lanz vom 16. Juni 2022,Dr. Christian Mölling,2022-06-16T00:00:00.000000,Militärexperte,,Der Forschungsdirektor der Deutsche Gesellschaft für Auswärtige Politik analysiert den Kriegsverlauf und äußert sich zur Bedeutung von Waffenlieferungen.,Militär,
Markus Lanz vom 29. September 2022,Richard David Precht,2022-09-29T00:00:00.000000,Philosoph,,Gemeinsam mit Harald Welzer reflektiert der Bestsellerautor die Meinungsbildung durch die Leitmedien und stellt eine ungesunde Personalisierung im Politikjournalismus fest.,Wissenschaft,
Markus Lanz vom 29. September 2022,Harald Welzer,2022-09-29T00:00:00.000000,Sozialpsychologe,,"Er spricht über die Gründe schwindenden Vertrauens in die Medien, mögliche Diskrepanzen zwischen öffentlicher und veröffentlichter Meinung und die Folgen einer wachsenden Erregungskultur.",Soziales,
Markus Lanz vom 29. September 2022,Robin Alexander,2022-09-29T00:00:00.000000,Journalist,,"Der stellvertretende ""Welt""-Chefredakteur hinterfragt Welzers und Prechts These, die Presse gleiche sich selbst an. Zudem äußert er sich zur Bedeutung sozialer Medien für den Journalismus.",Journalismus,Welt
Markus Lanz vom 29. September 2022,Melanie Amann,2022-09-29T00:00:00.000000,Journalistin,,"Als Mitglied der ""Spiegel""-Chefredaktion spricht sie über die Wirkungsmacht und Verantwortung des Politikjournalismus und erläutert, wie Themen gesetzt und Haltungen abgebildet werden.",Journalismus,Spiegel
Markus Lanz vom 1. Juni 2022,Annalena Baerbock,2022-06-01T00:00:00.000000,Politikerin,B90G,"Die grüne Außenministerin nimmt Stellung zum bundespolitischen Umgang mit dem Krieg in Osteuropa, den Unterstützungsmaßnahmen für die Ukraine und zur NATO-Sicherheitslage.",Politik,
Markus Lanz vom 1. Juni 2022,Carsten Linnemann,2022-06-01T00:00:00.000000,Politiker,CDU,"Der Vorsitzende der CDU-Grundsatzkommission spricht über die Grundwerte-Charta, mit der sich seine Partei für die Zukunft rüsten möchte. Zudem äußert er sich zum Ukraine-Krieg.",Politik,
Markus Lanz vom 1. Juni 2022,Anja Maier,2022-06-01T00:00:00.000000,Journalistin,,"Sie analysiert die Oppositionsarbeit der Union und das Bestreben der CDU, sich unter Parteichef Friedrich Merz programmatisch zu erneuern.",Journalismus,
Markus Lanz vom 1. Juni 2022,Christoph Giesen,2022-06-01T00:00:00.000000,Journalist,,"Der ""Spiegel""-Redakteur informiert über die jüngst veröffentlichten ""Xinjiang Police Files"", die das Ausmaß der Verfolgung und Masseninternierung der Uiguren in China weiter aufdeckten.",Journalismus,Spiegel
Markus Lanz vom 1. Juni 2022,Ulf Röller,2022-06-01T00:00:00.000000,Journalist,,Der ZDF-Asienexperte spricht über Reaktionen der chinesischen Bevölkerung und Staatsführung auf die neuen Enthüllungen über Menschenrechtsverletzungen an den Uiguren.,Journalismus,ZDF
Markus Lanz vom 13. Juli 2022,Joachim Gauck,2022-07-13T00:00:00.000000,Bundespräsident a. D.,Parteilos,Mit Blick auf den Ukraine-Krieg sowie die Wirtschafts- und Sicherheitslage spricht er über die globale Rolle Deutschlands. Zudem schildert er seine Erfahrungen mit W. Putin und Russland.,Politik,
Markus Lanz vom 17. Mai 2022,Lars Klingbeil,2022-05-17T00:00:00.000000,Politiker,SPD,"Der SPD-Chef nimmt Stellung zu den herben Stimmenverlusten seiner Partei bei der NRW-Wahl, zur Ukraine-Politik der Bundesregierung und zum Führungsstil von Kanzler Scholz.",Politik,
Markus Lanz vom 17. Mai 2022,Kerstin Münstermann,2022-05-17T00:00:00.000000,Journalistin,,"Die Politikexpertin der ""Rheinischen Post"" analysiert die Landtagswahl in Nordrhein-Westfalen und legt dar, warum sich gerade die SPD auf Bundes- und Länderebene im Stimmungstief befindet.",Journalismus,Rheinische Post
Markus Lanz vom 17. Mai 2022,Christoph Reuter,2022-05-17T00:00:00.000000,Journalist,,"Der ""Spiegel""-Auslandsreporter besuchte das ukrainische Kriegsgebiet. Er berichtet von seinen Eindrücken.",Journalismus,Spiegel
Markus Lanz vom 17. Mai 2022,Harald Welzer,2022-05-17T00:00:00.000000,Publizist,,"Er erläutert seine Kritik an der Ukraine-Politik und an der Lieferung schwerer Waffen an Kiew. Zudem sieht er eine Gefahr darin, dass die Kriegsziele nicht sauber definiert seien.",Literatur,
Markus Lanz vom 28. September 2022,Jens Spahn,2022-09-28T00:00:00.000000,Politiker,CDU,Der CDU-Politiker erläutert seine Agenda als Mitglied des Wirtschaftsausschusses. Zudem schaut er zurück auf sein Wirken als Bundesgesundheitsminister von 2018 bis 2021.,Politik,
Markus Lanz vom 28. September 2022,Jessica Rosenthal,2022-09-28T00:00:00.000000,Politikerin,SPD,Die Juso-Chefin spricht über die sozialen Folgen der Krise. Ferner nimmt sie Stellung zu den Differenzen beim Thema Gasumlage innerhalb der Ampelkoalition.,Politik,
Markus Lanz vom 28. September 2022,Roman Pletter,2022-09-28T00:00:00.000000,Journalist,,"Der ""Zeit""-Wirtschaftsexperte analysiert den Kurs der deutschen Energiepolitik. Und er äußert sich zu den Folgen der Lecks an den Nord-Stream-Pipelines.",Journalismus,Zeit
Markus Lanz vom 28. September 2022,Carla Reemtsma,2022-09-28T00:00:00.000000,Klimaaktivistin,,"Die ""Fridays for Future""-Aktivistin warnt davor, den Klimawandel in Zeiten von Energieknappheit und wirtschaftlicher Flaute zu vernachlässigen.",Aktivismus,
Markus Lanz vom 28. September 2022,Christian Mölling,2022-09-28T00:00:00.000000,Politikwissenschaftler,,Der Sicherheitsexperte der Deutschen Gesellschaft für Auswärtige Politik spricht über Hintergründe der mutmaßlichen Attacke auf die Nord Stream-Pipelines.,Politik,
Markus Lanz vom 8. Dezember 2022,Robin Alexander,2022-12-08T00:00:00.000000,Journalist,,"Vor einem Jahr nahm die Ampelkoalition die Regierungsgeschäfte auf. Der stellvertretende ""WELT""-Chefredakteur zieht eine Zwischenbilanz und äußert sich zudem zur deutschen Außenpolitik.",Journalismus,Welt
Markus Lanz vom 8. Dezember 2022,Daniela Sepehri,2022-12-08T00:00:00.000000,Iran-Expertin,,"Die Tochter exiliranischer Eltern informiert über die weiterhin angespannte Lage im Iran, wo Sicherheitskräfte mit erneuter Gewalt gegen Kritiker des Mullah-Regimes vorgehen.",International,
Markus Lanz vom 8. Dezember 2022,Lars Wendland,2022-12-08T00:00:00.000000,Polizist,,"Er berichtet aus seinem Arbeitsalltag, in dem er unter anderem für Abschiebungen und Rückführungen von abgelehnten Asylbewerbern und Straftätern zuständig ist.",Inneres,
Markus Lanz vom 1. Dezember 2022,Christian Dürr,2022-12-01T00:00:00.000000,Politiker,FDP,Der FDP-Fraktionschef nimmt Stellung zur Debatte um die geplante Reform des Staatsbürgerschaftsrechts sowie zu den steuerpolitischen Differenzen innerhalb der Ampelkoalition.,Politik,
Markus Lanz vom 1. Dezember 2022,Ulrike Herrmann,2022-12-01T00:00:00.000000,Journalistin,,"Die Bestsellerautorin und ""taz""-Wirtschaftsredakteurin analysiert die deutsche Einwanderungspolitik und hinterfragt die finanz- und wirtschaftspolitische Ausrichtung der Liberalen.",Journalismus,TAZ
Markus Lanz vom 1. Dezember 2022,Jan Gierke,2022-12-01T00:00:00.000000,Personalberater,,Er spricht über die Zukunftsfähigkeit des deutschen Arbeitsmarktes und über zuwanderungspolitische Maßnahmen zur Abfederung des Fachkräftemangels.,Sonstiges,
Markus Lanz vom 1. Dezember 2022,Karen Pittel,2022-12-01T00:00:00.000000,Ökonomin,,"Die Leiterin des ifo Zentrums für Energie, Klima und Ressourcen äußert sich zum Zustand der Staatsfinanzen sowie zur Energieversorgungslage und Gaspreisentwicklung.",Ökonomie,
Markus Lanz vom 29. November 2022,Tino Chrupalla,2022-11-29T00:00:00.000000,Politiker,AfD,Der Vorsitzende der AfD-Bundestagsfraktion erläutert die Konzepte seiner Partei zur Bewältigung der vielfältigen Herausforderungen unserer Zeit. ,Politik,
Markus Lanz vom 29. November 2022,Eva Quadbeck,2022-11-29T00:00:00.000000,Journalistin,,"Die stellvertretende Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" analysiert die Oppositionsarbeit und Programmatik der AfD.",Journalismus,RND
Markus Lanz vom 29. November 2022,Gerald Knaus,2022-11-29T00:00:00.000000,Soziologe,,"Der Migrationsforscher äußert sich zur humanitären Lage in der Ukraine. Angesichts des Krieges in Osteuropa sieht er die Möglichkeit eines ""historischen Fluchtwinters"".",Soziales,
Markus Lanz vom 29. November 2022,Claudia Major,2022-11-29T00:00:00.000000,Sicherheitsexpertin,,"Sie informiert über die Entwicklung des Krieges in der Ukraine. Zudem legt sie dar, wie sich die globale Machtbalance ändert und was das sicherheitspolitisch für Deutschland bedeutet. ",Inneres,
Markus Lanz vom 15. November 2022,Andreas Bovenschulte,2022-11-15T00:00:00.000000,Politiker,SPD,Der Bremer Bürgermeister (SPD) nimmt Stellung zur Diskussion über das von der Union vorerst gestoppte Bürgergeld sowie zur Energiekrise und deren wirtschaftlichen Auswirkungen.,Politik,
Markus Lanz vom 15. November 2022,Michael Bröcker,2022-11-15T00:00:00.000000,Journalist,,"Der Chefredakteur von ""The Pioneer"" analysiert das politische Gerangel um das Bürgergeld, und skizziert, wie Kompromisslösungen aussehen könnten.",Journalismus,The Pioneer
Markus Lanz vom 15. November 2022,Wolfgang Büscher,2022-11-15T00:00:00.000000,Sprecher der Arche,,"Der Sprecher des Berliner Kinder- und Jugendwerks äußert sich zu den sozialen Folgen der Energiekrise für Familien, und erläutert, warum er den Gesetzentwurf zum Bürgergeld kritisiert.",Soziales,
Markus Lanz vom 15. November 2022,Gilda Sahebi,2022-11-15T00:00:00.000000,Iran-Expertin,,"Die Journalistin informiert über die aktuellen Entwicklungen in ihrem Geburtsland Iran, wo Demonstranten mit neuen Protestformen gegen das Regime rebellieren.",International,
Markus Lanz vom 6. April 2022,Lars Klingbeil,2022-04-06T00:00:00.000000,Politiker,SPD,"Der SPD-Chef nimmt Stellung zum Umgang mit den Gräueltaten in Butscha, zum Streit um russisches Öl und Gas sowie zur Debatte um weitere Waffenlieferungen für die Ukraine.",Politik,
Markus Lanz vom 6. April 2022,Alexander Rodnyansky,2022-04-06T00:00:00.000000,Ökonom,,Der wirtschaftspolitische Berater des ukrainischen Präsidenten Selenskyj äußert sich zur Lage in seinem Land und zu den Forderungen seiner Regierung an den Westen.,Ökonomie,
Markus Lanz vom 12. Juli 2022,Richard David Precht,2022-07-12T00:00:00.000000,Philosoph,,"Der Bestsellerautor reflektiert die Umbruchphase, in der sich die Welt befindet, und skizziert, wie sich Gesellschaftsmodelle, Klima, Wirtschaft und Macht-Achsen verändern werden.",Wissenschaft,
Markus Lanz vom 6. Dezember 2022,Jürgen Trittin,2022-12-06T00:00:00.000000,Politiker,B90G,"Der außenpolitische Sprecher der Grünen im Bundestag nimmt Stellung zum deutsch-katarischen Gas-Deal, der Diversifizierung der Energieimporte und der weiteren Klimapolitik.",Politik,
Markus Lanz vom 6. Dezember 2022,Kathrin Witsch,2022-12-06T00:00:00.000000,Journalistin,,"Die ""Handelsblatt""-Redakteurin analysiert den energie- und klimapolitischen Kurs der Ampelregierung. Zudem äußert sie sich zur Energieversorgungslage.",Journalismus,Handelsblatt
Markus Lanz vom 6. Dezember 2022,Michael Bröcker,2022-12-06T00:00:00.000000,Journalist,,"Der Chefredakteur von ""The Pioneer"" berichtet von seinen jüngsten Recherchen zur China-Strategie des Wirtschaftsministeriums. Zudem analysiert er die Regierungsarbeit der Grünen.",Journalismus,The Pioneer
Markus Lanz vom 6. Dezember 2022,Sönke Neitzel,2022-12-06T00:00:00.000000,Militärexperte,,Der Professor für Militärgeschichte äußert sich zum Status quo der Zeitenwende in der Verteidigungspolitik und zu den sicherheitsstrategischen Herausforderungen der NATO.,Militär,
Markus Lanz vom 25. Oktober 2022,Kevin Kühnert,2022-10-25T00:00:00.000000,Politiker,SPD,"Der SPD-Generalsekretär nimmt Stellung zum Ukraine-Wiederaufbau, der Debatte um einen früheren Start der Gaspreisbremse und den deutsch-chinesischen Beziehungen.",Politik,
